RECONYX - MapView Professional,,,,,,,,,,,,,,,,,,,,,,,
Image Name,Site,Location,Trigger,Date,Time,Moon Phase,Illum,Label,Contrast,Brightness,Sharpness,Saturation,Sensitivity,Temp,Battery(Volts),Serial #,Narrative,Firmware,Image Path, Location Latitude, Location Longitude,Hit List,Counts
2016-08-10 07-32-03 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,7:32:03 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,34,7.5,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-32-03 M 1_3.JPG,,,Kangaroo,Kangaroo [1]
2016-08-10 07-32-06 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,7:32:06 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,34,8.6,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-32-06 M 2_3.JPG,,,Kangaroo,
2016-08-10 07-32-06 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,7:32:06 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,34,8.6,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-32-06 M 3_3.JPG,,,Empty photo,
2016-08-10 07-57-52 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,7:57:52 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,40,8.6,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-57-52 M 1_3.JPG,,,Empty photo,
2016-08-10 07-57-53 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,7:57:53 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,40,8.5,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-57-53 M 2_3.JPG,,,Empty photo,
2016-08-10 07-57-54 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,7:57:54 AM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,40,8.5,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 07-57-54 M 3_3.JPG,,,Empty photo,
2016-08-10 13-37-30 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:37:30 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.5,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-30 M 1_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-32 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,1:37:32 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-32 M 2_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-33 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,1:37:33 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-33 M 3_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-49 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:37:49 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-49 M 1_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-50 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,1:37:50 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-50 M 2_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-51 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,1:37:51 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-51 M 3_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-54 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:37:54 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-54 M 1_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-56 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,1:37:56 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-56 M 2_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-37-56 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,1:37:56 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-37-56 M 3_3.JPG,,,Empty photo,
2016-08-10 13-38-18 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:38:18 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-18 M 1_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-38-20 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,1:38:20 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-20 M 2_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-38-20 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,1:38:20 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-20 M 3_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-38-21 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:38:21 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-21 M 1_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-38-23 M 2_3.JPG,20160830_August,BB13,M 2/3,10/08/2016,1:38:23 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-23 M 2_3.JPG,,,Human Presense/Deployment,
2016-08-10 13-38-24 M 3_3.JPG,20160830_August,BB13,M 3/3,10/08/2016,1:38:24 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,73,8.3,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-38-24 M 3_3.JPG,,,Empty photo,
2016-08-10 13-41-11 M 1_3.JPG,20160830_August,BB13,M 1/3,10/08/2016,1:41:11 PM,First Quarter,Off,BB13,128,0,64,154,100,72,9.8,H600HH04207523,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB13\2016-08-10 13-41-11 M 1_3.JPG,,,Empty photo,
