RECONYX - MapView Professional,,,,,,,,,,,,,,,,,,,,,,,
Image Name,Site,Location,Trigger,Date,Time,Moon Phase,Illum,Label,Contrast,Brightness,Sharpness,Saturation,Sensitivity,Temp,Battery(Volts),Serial #,Narrative,Firmware,Image Path, Location Latitude, Location Longitude,Hit List,Counts
2016-07-25 17-58-12 M 1_3.JPG,20160830_August,BB29,M 1/3,25/07/2016,5:58:12 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,60,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-25 17-58-12 M 1_3.JPG,,,Empty photo,
2016-07-25 17-58-14 M 2_3.JPG,20160830_August,BB29,M 2/3,25/07/2016,5:58:14 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,60,9.8,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-25 17-58-14 M 2_3.JPG,,,Empty photo,
2016-07-25 17-58-14 M 3_3.JPG,20160830_August,BB29,M 3/3,25/07/2016,5:58:14 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,60,9.7,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-25 17-58-14 M 3_3.JPG,,,Empty photo,
2016-07-27 03-07-33 M 1_3.JPG,20160830_August,BB29,M 1/3,27/07/2016,3:07:33 AM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,52,9.5,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 03-07-33 M 1_3.JPG,,,Kangaroo,Kangaroo [1]
2016-07-27 03-07-35 M 2_3.JPG,20160830_August,BB29,M 2/3,27/07/2016,3:07:35 AM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,52,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 03-07-35 M 2_3.JPG,,,Empty photo,
2016-07-27 03-07-36 M 3_3.JPG,20160830_August,BB29,M 3/3,27/07/2016,3:07:36 AM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,52,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 03-07-36 M 3_3.JPG,,,Empty photo,
2016-07-27 22-20-29 M 1_3.JPG,20160830_August,BB29,M 1/3,27/07/2016,10:20:29 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.5,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-29 M 1_3.JPG,,,Kangaroo,Kangaroo [2]
2016-07-27 22-20-30 M 2_3.JPG,20160830_August,BB29,M 2/3,27/07/2016,10:20:30 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.8,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-30 M 2_3.JPG,,,Kangaroo,
2016-07-27 22-20-31 M 3_3.JPG,20160830_August,BB29,M 3/3,27/07/2016,10:20:31 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.7,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-31 M 3_3.JPG,,,Kangaroo,
2016-07-27 22-20-32 M 1_3.JPG,20160830_August,BB29,M 1/3,27/07/2016,10:20:32 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.7,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-32 M 1_3.JPG,,,Kangaroo,
2016-07-27 22-20-33 M 2_3.JPG,20160830_August,BB29,M 2/3,27/07/2016,10:20:33 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.7,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-33 M 2_3.JPG,,,Kangaroo,
2016-07-27 22-20-34 M 3_3.JPG,20160830_August,BB29,M 3/3,27/07/2016,10:20:34 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-20-34 M 3_3.JPG,,,Kangaroo,
2016-07-27 22-21-02 M 1_3.JPG,20160830_August,BB29,M 1/3,27/07/2016,10:21:02 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-21-02 M 1_3.JPG,,,Kangaroo,
2016-07-27 22-21-02 M 2_3.JPG,20160830_August,BB29,M 2/3,27/07/2016,10:21:02 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.6,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-21-02 M 2_3.JPG,,,Kangaroo,
2016-07-27 22-21-03 M 3_3.JPG,20160830_August,BB29,M 3/3,27/07/2016,10:21:03 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.5,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-21-03 M 3_3.JPG,,,Kangaroo,
2016-07-27 22-21-05 M 1_3.JPG,20160830_August,BB29,M 1/3,27/07/2016,10:21:05 PM,Last Quarter,On,HC600 HYPERFIRE,160,0,32,0,100,44,9.5,H600HI12247201,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB29\2016-07-27 22-21-05 M 1_3.JPG,,,Kangaroo,
