RECONYX - MapView Professional,,,,,,,,,,,,,,,,,,,,,,,
Image Name,Site,Location,Trigger,Date,Time,Moon Phase,Illum,Label,Contrast,Brightness,Sharpness,Saturation,Sensitivity,Temp,Battery(Volts),Serial #,Narrative,Firmware,Image Path, Location Latitude, Location Longitude,Hit List,Counts
2016-07-25 15-46-12 M 1_3.JPG,20160830_August,BB30,M 1/3,25/07/2016,3:46:12 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,9.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-12 M 1_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-13 M 2_3.JPG,20160830_August,BB30,M 2/3,25/07/2016,3:46:13 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.9,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-13 M 2_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-14 M 3_3.JPG,20160830_August,BB30,M 3/3,25/07/2016,3:46:14 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.9,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-14 M 3_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-15 M 1_3.JPG,20160830_August,BB30,M 1/3,25/07/2016,3:46:15 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.9,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-15 M 1_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-16 M 2_3.JPG,20160830_August,BB30,M 2/3,25/07/2016,3:46:16 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-16 M 2_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-17 M 3_3.JPG,20160830_August,BB30,M 3/3,25/07/2016,3:46:17 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-17 M 3_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-19 M 1_3.JPG,20160830_August,BB30,M 1/3,25/07/2016,3:46:19 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-19 M 1_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-20 M 2_3.JPG,20160830_August,BB30,M 2/3,25/07/2016,3:46:20 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-20 M 2_3.JPG,,,Human Presense/Deployment,
2016-07-25 15-46-21 M 3_3.JPG,20160830_August,BB30,M 3/3,25/07/2016,3:46:21 PM,Last Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,64,10.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-07-25 15-46-21 M 3_3.JPG,,,Human Presense/Deployment,
2016-08-19 02-29-36 M 1_3.JPG,20160830_August,BB30,M 1/3,19/08/2016,2:29:36 AM,Full Moon,On,HC600 HYPERFIRE,160,0,32,0,100,50,9.8,H600HI12246706,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160830_August\BB30\2016-08-19 02-29-36 M 1_3.JPG,,,Empty photo,
