RECONYX - MapView Professional,,,,,,,,,,,,,,,,,,,,,,,
Image Name,Site,Location,Trigger,Date,Time,Moon Phase,Illum,Label,Contrast,Brightness,Sharpness,Saturation,Sensitivity,Temp,Battery(Volts),Serial #,Narrative,Firmware,Image Path, Location Latitude, Location Longitude,Hit List,Counts
IMG_0001.JPG,20160725_July,BB24,M 1/3,14/07/2016,3:44:24 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,67,9.5,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0001.JPG,-30.508549,135.557789,Empty photo,
IMG_0002.JPG,20160725_July,BB24,M 2/3,14/07/2016,3:44:26 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,67,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0002.JPG,-30.508549,135.557789,Empty photo,
IMG_0003.JPG,20160725_July,BB24,M 3/3,14/07/2016,3:44:26 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,67,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0003.JPG,-30.508549,135.557789,Empty photo,
IMG_0004.JPG,20160725_July,BB24,M 1/3,14/07/2016,4:14:41 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0004.JPG,-30.508549,135.557789,Kangaroo,Kangaroo [1]
IMG_0005.JPG,20160725_July,BB24,M 2/3,14/07/2016,4:14:43 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0005.JPG,-30.508549,135.557789,Kangaroo,
IMG_0006.JPG,20160725_July,BB24,M 3/3,14/07/2016,4:14:43 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0006.JPG,-30.508549,135.557789,Kangaroo,
IMG_0007.JPG,20160725_July,BB24,M 1/3,14/07/2016,4:14:47 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.2,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0007.JPG,-30.508549,135.557789,Kangaroo,
IMG_0008.JPG,20160725_July,BB24,M 2/3,14/07/2016,4:14:49 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0008.JPG,-30.508549,135.557789,Kangaroo,
IMG_0009.JPG,20160725_July,BB24,M 3/3,14/07/2016,4:14:49 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0009.JPG,-30.508549,135.557789,Kangaroo,
IMG_0010.JPG,20160725_July,BB24,M 1/3,14/07/2016,4:14:54 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0010.JPG,-30.508549,135.557789,Kangaroo,
IMG_0011.JPG,20160725_July,BB24,M 2/3,14/07/2016,4:14:56 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0011.JPG,-30.508549,135.557789,Kangaroo,
IMG_0012.JPG,20160725_July,BB24,M 3/3,14/07/2016,4:14:56 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0012.JPG,-30.508549,135.557789,Kangaroo,
IMG_0013.JPG,20160725_July,BB24,M 1/3,14/07/2016,4:15:01 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0013.JPG,-30.508549,135.557789,Kangaroo,
IMG_0014.JPG,20160725_July,BB24,M 2/3,14/07/2016,4:15:02 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0014.JPG,-30.508549,135.557789,Kangaroo,
IMG_0015.JPG,20160725_July,BB24,M 3/3,14/07/2016,4:15:03 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0015.JPG,-30.508549,135.557789,Kangaroo,
IMG_0016.JPG,20160725_July,BB24,M 1/3,14/07/2016,4:15:24 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0016.JPG,-30.508549,135.557789,Kangaroo,
IMG_0017.JPG,20160725_July,BB24,M 2/3,14/07/2016,4:15:25 PM,First Quarter,Off,HC600 HYPERFIRE,128,0,64,154,100,63,11.1,H600HI12246787,,4.1.0.20160216,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB24\IMG_0017.JPG,-30.508549,135.557789,Kangaroo,
