RECONYX - MapView Professional,,,,,,,,,,,,,,,,,,,,,,,
Image Name,Site,Location,Trigger,Date,Time,Moon Phase,Illum,Label,Contrast,Brightness,Sharpness,Saturation,Sensitivity,Temp,Battery(Volts),Serial #,Narrative,Firmware,Image Path, Location Latitude, Location Longitude,Hit List,Counts
IMG_0001.JPG,20160725_July,BB17,M 1/3,4/07/2016,4:16:06 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,9.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0001.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0002.JPG,20160725_July,BB17,M 2/3,4/07/2016,4:16:07 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.8,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0002.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0003.JPG,20160725_July,BB17,M 3/3,4/07/2016,4:16:07 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.8,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0003.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0004.JPG,20160725_July,BB17,M 1/3,4/07/2016,4:16:09 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.8,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0004.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0005.JPG,20160725_July,BB17,M 2/3,4/07/2016,4:16:10 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0005.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0006.JPG,20160725_July,BB17,M 3/3,4/07/2016,4:16:11 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0006.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0007.JPG,20160725_July,BB17,M 1/3,4/07/2016,4:16:13 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0007.JPG,-30.543223,135.542207,Human Presense/Deployment,
IMG_0008.JPG,20160725_July,BB17,M 2/3,4/07/2016,4:16:14 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0008.JPG,-30.543223,135.542207,Empty photo,
IMG_0009.JPG,20160725_July,BB17,M 3/3,4/07/2016,4:16:16 PM,New Moon,Off,HC600 HYPERFIRE,128,0,64,154,100,68,10.7,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0009.JPG,-30.543223,135.542207,Empty photo,
IMG_0010.JPG,20160725_July,BB17,M 1/3,16/07/2016,5:45:33 PM,Waxing Gibbous,Off,HC600 HYPERFIRE,128,0,64,154,100,61,9.6,H600HH04207541,,4.1.0.20140213,F:\Camera Data\Bettong Monitoring Area\20160725_July\BB17\IMG_0010.JPG,-30.543223,135.542207,Empty photo,
